id,po_id,po_number,vendor_id,vendor_name,requester_id,requester_name,department_id,department_name,po_date,expected_delivery_date,received_date,currency,payment_term_id,payment_term_name,subtotal,tax,shipping,total,po_status,approval_status,approved_by,approved_at,received_status,shipping_terms,delivery_address,notes,created_at,created_by
312,PO0312,PO-2026-0312,VEND086,W.W. Grainger International,EMP028,Peter Garcia,DEPT008,Legal & Compliance,2026-03-10,2026-04-14,2026-04-16,EUR,PT003,Net 30,24781.01,2478.1,0,27259.11,Cancelled,Approved,EMP020,2026-03-17,Not Received,CIF,"588 Main St, Phoenix, CA 43621",Expedite shipping,2026-03-10T16:00:00Z,Sales Team
313,PO0313,PO-2023-0313,VEND045,Hewlett Packard Enterprise,EMP014,Lisa Johnson,DEPT004,Information Technology,2023-08-04,2023-09-11,2023-09-10,CHF,PT003,Net 30,405088.36,81017.67,2204.79,488310.82,Pending Approval,Approved,EMP021,2023-08-07,Not Received,Ex-Works,"812 Main St, Phoenix, IL 39190",Call before delivery,2023-08-04T12:00:00Z,Finance Team
314,PO0314,PO-2023-0314,VEND017,Pinnacle Partners,EMP011,Daniel Anderson,DEPT001,Finance,2023-10-13,2023-11-20,2023-11-16,CHF,PT004,Net 45,150551.51,7527.58,0,158079.09,Open,Submitted,None,None,Not Received,FOB Destination,"292 Main St, Chicago, NY 98278",Expedite shipping,2023-10-13T16:00:00Z,Finance Team
315,PO0315,PO-2025-0315,VEND004,Dell Technologies,EMP026,Amanda Thomas,DEPT006,Sales,2025-11-13,2025-12-24,2025-12-26,CHF,PT001,Immediate,272108.26,54421.65,422.59,326952.5,Closed,Approved,EMP025,2025-11-18,Fully Received,CIF,"447 Oak Ave, Chicago, TX 88259",,2025-11-13T14:00:00Z,HR Team
316,PO0316,PO-2025-0316,VEND018,Summit Systems,EMP008,Maria Garcia,DEPT008,Legal & Compliance,2025-12-17,2026-01-27,None,EUR,PT005,Net 60,184311.95,36862.39,0,221174.34,Open,Approved,EMP005,2025-12-20,Not Received,FOB Destination,"202 Oak Ave, Chicago, TX 40400",Call before delivery,2025-12-17T13:00:00Z,Sales Team
317,PO0317,PO-2024-0317,VEND036,Kuehne + Nagel,EMP030,Elizabeth Miller,DEPT010,Executive Management,2024-03-03,2024-04-15,2024-04-13,INR,PT007,2/10 Net 30,460904.99,46090.5,12.03,507007.52,Partially Received,Approved,EMP010,2024-03-08,Partially Received,FOB Origin,"428 Park Blvd, Phoenix, CA 67300",Urgent,2024-03-03T13:00:00Z,IT Team
318,PO0318,PO-2025-0318,VEND039,Oracle Corporation,EMP016,Steven Park,DEPT006,Sales,2025-06-27,2025-08-09,None,CHF,PT006,Net 90,242755,48551,0,291306,Cancelled,Approved,EMP040,2025-06-29,Not Received,Ex-Works,"213 Oak Ave, Houston, CA 76646",Call before delivery,2025-06-27T10:00:00Z,Sales Team
319,PO0319,PO-2023-0319,VEND044,IBM Corporation,EMP002,Sarah Williams,DEPT002,Procurement,2023-01-09,2023-02-08,None,SEK,PT005,Net 60,448984.69,80817.24,0,529801.93,Open,Approved,EMP002,2023-01-13,Not Received,Ex-Works,"777 Oak Ave, Los Angeles, AZ 18178",Urgent,2023-01-09T16:00:00Z,Procurement Team
320,PO0320,PO-2025-0320,VEND002,Samira Hadid,EMP004,Jessica Martinez,DEPT004,Information Technology,2025-08-11,2025-09-17,None,INR,PT004,Net 45,51105.93,9199.07,0,60305,Open,Approved,EMP017,2025-08-17,Not Received,CIF,"679 Park Blvd, Houston, CA 61571",Call before delivery,2025-08-11T13:00:00Z,Finance Team
321,PO0321,PO-2026-0321,VEND068,Securitas AB,EMP010,Patricia Taylor,DEPT010,Executive Management,2026-10-08,2026-10-27,2026-11-01,EUR,PT004,Net 45,395218.55,19760.93,3007.54,417987.02,Pending Approval,Approved,EMP012,2026-10-15,Not Received,CIF,"212 Main St, New York, IL 86561",,2026-10-08T15:00:00Z,HR Team
322,PO0322,PO-2023-0322,VEND064,Aramark Corporation,EMP040,Melissa Torres,DEPT010,Executive Management,2023-10-15,2023-10-30,None,EUR,PT003,Net 30,485174.75,87331.46,3226.34,575732.55,Open,Approved,EMP032,2023-10-18,Not Received,FOB Origin,"988 Park Blvd, Houston, NY 45179",,2023-10-15T11:00:00Z,Sales Team
323,PO0323,PO-2025-0323,VEND060,Boston Consulting Group,EMP011,Daniel Anderson,DEPT001,Finance,2025-11-05,2025-12-02,None,SEK,PT002,Net 15,203483.96,20348.4,830.49,224662.85,Open,Approved,EMP010,2025-11-08,Not Received,FOB Origin,"692 Main St, Chicago, AZ 43045",Urgent,2025-11-05T13:00:00Z,Marketing Team
324,PO0324,PO-2023-0324,VEND011,Global Supplies Inc,EMP009,Thomas Brown,DEPT009,Warehouse & Logistics,2023-02-13,2023-03-20,2023-03-15,SEK,PT002,Net 15,156216.08,7810.8,0,164026.88,Open,Approved,EMP040,2023-02-16,Not Received,CIF,"445 Park Blvd, Phoenix, NY 62024",Keep in warehouse,2023-02-13T16:00:00Z,Sales Team
325,PO0325,PO-2025-0325,VEND046,Lenovo Group Limited,EMP033,Timothy Rodriguez,DEPT003,Operations,2025-04-17,2025-05-21,None,INR,PT001,Immediate,90573.16,9057.32,4906.32,104536.8,Partially Received,Submitted,None,None,Partially Received,FOB Destination,"931 Market St, Phoenix, NY 23662",Urgent,2025-04-17T12:00:00Z,Finance Team
326,PO0326,PO-2024-0326,VEND064,Aramark Corporation,EMP007,James Wilson,DEPT007,Marketing,2024-06-27,2024-07-20,None,EUR,PT001,Immediate,417744.26,83548.85,2364.58,503657.69,Closed,Approved,EMP016,2024-07-01,Fully Received,CIF,"517 Market St, Los Angeles, IL 89742",Expedite shipping,2024-06-27T12:00:00Z,IT Team
327,PO0327,PO-2026-0327,VEND042,"VMware, Inc.",EMP033,Timothy Rodriguez,DEPT003,Operations,2026-04-25,2026-05-25,None,SEK,PT007,2/10 Net 30,87052.01,8705.2,534.76,96291.97,Partially Received,Approved,EMP017,2026-04-29,Partially Received,Ex-Works,"720 Oak Ave, Chicago, TX 41575",Keep in warehouse,2026-04-25T17:00:00Z,HR Team
328,PO0328,PO-2025-0328,VEND039,Oracle Corporation,EMP031,Charles Robinson,DEPT001,Finance,2025-06-12,2025-07-03,2025-07-04,CHF,PT005,Net 60,119542.28,11954.23,3915,135411.51,Closed,Approved,EMP035,2025-06-13,Fully Received,Ex-Works,"539 Market St, Phoenix, CA 26471",Expedite shipping,2025-06-12T08:00:00Z,Finance Team
329,PO0329,PO-2026-0329,VEND100,ZF Friedrichshafen AG,EMP008,Maria Garcia,DEPT008,Legal & Compliance,2026-06-24,2026-07-09,2026-07-08,USD,PT002,Net 15,172856.47,17285.65,0,190142.12,Closed,Approved,EMP038,2026-06-29,Fully Received,Ex-Works,"211 Market St, Los Angeles, TX 87136",Keep in warehouse,2026-06-24T15:00:00Z,IT Team
330,PO0330,PO-2024-0330,VEND072,Republic Services,EMP037,Christopher Lee,DEPT007,Marketing,2024-07-29,2024-08-29,None,SEK,PT001,Immediate,200049.43,40009.89,0,240059.32,Closed,Approved,EMP040,2024-08-05,Fully Received,FOB Destination,"303 Park Blvd, Los Angeles, AZ 83670",Expedite shipping,2024-07-29T17:00:00Z,Finance Team
331,PO0331,PO-2023-0331,VEND007,Staples Inc.,EMP035,Joseph Wilson,DEPT005,Human Resources,2023-02-27,2023-03-21,2023-03-20,EUR,PT003,Net 30,441501.76,22075.09,0,463576.85,Partially Received,Approved,EMP035,2023-03-02,Partially Received,FOB Origin,"265 Market St, Houston, TX 25421",,2023-02-27T15:00:00Z,Procurement Team
332,PO0332,PO-2025-0332,VEND042,"VMware, Inc.",EMP010,Patricia Taylor,DEPT010,Executive Management,2025-04-27,2025-05-15,2025-05-17,SEK,PT002,Net 15,438717.65,0,3893.53,442611.18,Closed,Approved,EMP007,2025-04-30,Fully Received,Ex-Works,"509 Main St, Chicago, IL 62124",,2025-04-27T10:00:00Z,Finance Team
333,PO0333,PO-2023-0333,VEND039,Oracle Corporation,EMP029,Jennifer Lee,DEPT009,Warehouse & Logistics,2023-05-14,2023-06-11,2023-06-09,CHF,PT004,Net 45,303834.23,15191.71,2020.09,321046.03,Closed,Approved,EMP038,2023-05-19,Fully Received,CIF,"709 Oak Ave, Chicago, NY 65432",Keep in warehouse,2023-05-14T15:00:00Z,Sales Team
334,PO0334,PO-2024-0334,VEND076,Comcast Business,EMP006,Amanda Lee,DEPT006,Sales,2024-08-30,2024-10-11,2024-10-08,GBP,PT004,Net 45,113126.5,20362.77,0,133489.27,Partially Received,Approved,EMP034,2024-08-31,Partially Received,CIF,"957 Oak Ave, Phoenix, IL 79138",Keep in warehouse,2024-08-30T14:00:00Z,IT Team
335,PO0335,PO-2026-0335,VEND053,S&P Global Inc.,EMP029,Jennifer Lee,DEPT009,Warehouse & Logistics,2026-03-06,2026-04-19,2026-04-14,SEK,PT001,Immediate,77462.68,3873.13,3844.43,85180.24,Open,Draft,None,None,Not Received,FOB Destination,"228 Market St, Houston, NY 73811",,2026-03-06T09:00:00Z,Marketing Team
336,PO0336,PO-2025-0336,VEND059,McKinsey & Company,EMP030,Elizabeth Miller,DEPT010,Executive Management,2025-11-15,2025-12-01,2025-11-26,CHF,PT001,Immediate,362189.9,0,1519.68,363709.58,Closed,Approved,EMP024,2025-11-20,Fully Received,CIF,"987 Market St, Phoenix, AZ 58549",Expedite shipping,2025-11-15T14:00:00Z,Finance Team
337,PO0337,PO-2023-0337,VEND064,Aramark Corporation,EMP024,Kimberly White,DEPT004,Information Technology,2023-02-14,2023-03-19,2023-03-20,EUR,PT007,2/10 Net 30,289982.62,14499.13,0,304481.75,Closed,Approved,EMP007,2023-02-18,Fully Received,FOB Destination,"153 Market St, Los Angeles, IL 24797",Urgent,2023-02-14T14:00:00Z,Sales Team
338,PO0338,PO-2024-0338,VEND072,Republic Services,EMP034,Angela Martinez,DEPT004,Information Technology,2024-01-21,2024-02-20,2024-02-20,SEK,PT001,Immediate,258394,46510.92,1759.95,306664.87,Closed,Approved,EMP008,2024-01-28,Fully Received,Ex-Works,"393 Oak Ave, Houston, IL 66947",Urgent,2024-01-21T10:00:00Z,Procurement Team
339,PO0339,PO-2024-0339,VEND024,Schneider Electric,EMP037,Christopher Lee,DEPT007,Marketing,2024-03-08,2024-03-31,2024-03-26,USD,PT002,Net 15,224354,40383.72,2295.09,267032.81,Closed,Approved,EMP034,2024-03-14,Fully Received,CIF,"967 Main St, Phoenix, CA 31796",Call before delivery,2024-03-08T16:00:00Z,Finance Team
340,PO0340,PO-2024-0340,VEND010,Tech Solutions Ltd,EMP021,Brian Thompson,DEPT001,Finance,2024-04-09,2024-05-11,None,USD,PT004,Net 45,154115.32,27740.76,0,181856.08,Closed,Approved,EMP004,2024-04-10,Fully Received,FOB Origin,"533 Park Blvd, Los Angeles, TX 91575",Urgent,2024-04-09T10:00:00Z,Finance Team
341,PO0341,PO-2023-0341,VEND055,Deloitte & Touche LLP,EMP029,Jennifer Lee,DEPT009,Warehouse & Logistics,2023-12-15,2024-01-27,None,EUR,PT001,Immediate,96763.65,4838.18,1690.44,103292.27,Partially Received,Approved,EMP011,2023-12-18,Partially Received,FOB Origin,"451 Oak Ave, Los Angeles, NY 99480",Call before delivery,2023-12-15T13:00:00Z,IT Team
342,PO0342,PO-2023-0342,VEND069,ADT Inc.,EMP005,Robert Kim,DEPT005,Human Resources,2023-07-25,2023-09-08,None,EUR,PT002,Net 15,312269.85,31226.99,4847.15,348343.99,Open,Approved,EMP027,2023-07-28,Not Received,Ex-Works,"436 Market St, Los Angeles, TX 47373",Urgent,2023-07-25T13:00:00Z,Sales Team
343,PO0343,PO-2026-0343,VEND056,PricewaterhouseCoopers LLP,EMP007,James Wilson,DEPT007,Marketing,2026-08-23,2026-09-24,2026-09-28,EUR,PT007,2/10 Net 30,333763,0,3053.36,336816.36,Open,Approved,EMP022,2026-08-28,Not Received,FOB Origin,"413 Market St, Phoenix, AZ 39526",Keep in warehouse,2026-08-23T08:00:00Z,IT Team
344,PO0344,PO-2024-0344,VEND024,Schneider Electric,EMP033,Timothy Rodriguez,DEPT003,Operations,2024-10-26,2024-11-26,2024-11-21,USD,PT002,Net 15,37342.04,7468.41,0,44810.45,Closed,Approved,EMP005,2024-10-31,Fully Received,CIF,"148 Main St, Phoenix, CA 57311",Expedite shipping,2024-10-26T12:00:00Z,IT Team
345,PO0345,PO-2026-0345,VEND056,PricewaterhouseCoopers LLP,EMP012,Jennifer Park,DEPT002,Procurement,2026-10-20,2026-11-10,2026-11-09,EUR,PT001,Immediate,235086.19,47017.24,0,282103.43,Open,Approved,EMP002,2026-10-23,Not Received,CIF,"507 Oak Ave, Houston, IL 28156",Expedite shipping,2026-10-20T12:00:00Z,Marketing Team
346,PO0346,PO-2024-0346,VEND083,MSC Industrial Direct,EMP023,Richard Martinez,DEPT003,Operations,2024-08-05,2024-08-25,2024-08-20,SEK,PT005,Net 60,172668.32,34533.66,0,207201.98,Pending Approval,Draft,None,None,Not Received,FOB Origin,"905 Market St, Los Angeles, IL 76966",,2024-08-05T13:00:00Z,Finance Team
347,PO0347,PO-2025-0347,VEND059,McKinsey & Company,EMP036,Kimberly Wright,DEPT006,Sales,2025-09-23,2025-11-07,2025-11-06,CHF,PT004,Net 45,148440.44,26719.28,378.25,175537.97,Open,Approved,EMP028,2025-09-24,Not Received,CIF,"615 Park Blvd, Houston, TX 74740",Urgent,2025-09-23T10:00:00Z,Finance Team
348,PO0348,PO-2025-0348,VEND023,Caterpillar Inc.,EMP032,Susan Clark,DEPT002,Procurement,2025-09-18,2025-10-19,None,INR,PT003,Net 30,385936.11,38593.61,0,424529.72,Closed,Submitted,None,None,Fully Received,CIF,"751 Park Blvd, Phoenix, IL 78097",Urgent,2025-09-18T17:00:00Z,HR Team
349,PO0349,PO-2024-0349,VEND087,Hilti Corporation,EMP017,Michelle Chen,DEPT007,Marketing,2024-11-05,2024-12-13,2024-12-13,CHF,PT003,Net 30,18788.47,3757.69,2957.73,25503.89,Closed,Approved,EMP022,2024-11-09,Fully Received,FOB Destination,"704 Market St, Los Angeles, NY 87353",Keep in warehouse,2024-11-05T16:00:00Z,IT Team
350,PO0350,PO-2023-0350,VEND096,Gates Corporation,EMP038,Stephanie Hall,DEPT008,Legal & Compliance,2023-06-03,2023-07-02,2023-06-28,EUR,PT007,2/10 Net 30,326899.36,58841.88,4070.59,389811.83,Open,Approved,EMP004,2023-06-04,Not Received,FOB Destination,"413 Main St, Los Angeles, AZ 81988",Keep in warehouse,2023-06-03T17:00:00Z,Sales Team
351,PO0351,PO-2025-0351,VEND090,Snap-on Incorporated,EMP011,Daniel Anderson,DEPT001,Finance,2025-05-18,2025-06-14,None,GBP,PT004,Net 45,163457.96,32691.59,0,196149.55,Pending Approval,Approved,EMP015,2025-05-23,Not Received,FOB Origin,"135 Main St, Los Angeles, CA 66825",Call before delivery,2025-05-18T10:00:00Z,Marketing Team
352,PO0352,PO-2025-0352,VEND099,Bridgestone Americas,EMP036,Kimberly Wright,DEPT006,Sales,2025-03-21,2025-04-19,2025-04-23,USD,PT001,Immediate,36442.39,7288.48,0,43730.87,Pending Approval,Approved,EMP023,2025-03-22,Not Received,FOB Destination,"119 Main St, Chicago, NY 12465",Urgent,2025-03-21T14:00:00Z,IT Team
353,PO0353,PO-2026-0353,VEND025,ABB Ltd,EMP033,Timothy Rodriguez,DEPT003,Operations,2026-11-10,2026-12-15,None,GBP,PT003,Net 30,134156.55,26831.31,0,160987.86,Closed,Approved,EMP004,2026-11-14,Fully Received,FOB Origin,"100 Oak Ave, New York, NY 31248",Call before delivery,2026-11-10T14:00:00Z,Finance Team
354,PO0354,PO-2024-0354,VEND015,Best Buy Corp,EMP013,Kevin Moore,DEPT003,Operations,2024-12-10,2025-01-24,None,INR,PT006,Net 90,122214.94,6110.75,2753.74,131079.43,Open,Approved,EMP006,2024-12-16,Not Received,FOB Origin,"504 Market St, Chicago, NY 23377",Expedite shipping,2024-12-10T08:00:00Z,Procurement Team
355,PO0355,PO-2026-0355,VEND036,Kuehne + Nagel,EMP014,Lisa Johnson,DEPT004,Information Technology,2026-09-02,2026-09-29,None,INR,PT003,Net 30,494541.64,49454.16,0,543995.8,Partially Received,Approved,EMP003,2026-09-08,Partially Received,CIF,"184 Main St, Chicago, TX 58280",Expedite shipping,2026-09-02T13:00:00Z,Sales Team
356,PO0356,PO-2025-0356,VEND088,Makita Corporation,EMP027,Nancy Davis,DEPT007,Marketing,2025-09-20,2025-10-06,None,CHF,PT001,Immediate,125738.42,12573.84,0,138312.26,Closed,Approved,EMP029,2025-09-27,Fully Received,FOB Origin,"725 Oak Ave, Chicago, AZ 91001",Expedite shipping,2025-09-20T08:00:00Z,Sales Team
357,PO0357,PO-2023-0357,VEND069,ADT Inc.,EMP001,David Chen,DEPT001,Finance,2023-08-07,2023-08-29,None,EUR,PT003,Net 30,262571.89,13128.59,0,275700.48,Closed,Approved,EMP005,2023-08-08,Fully Received,Ex-Works,"980 Market St, Los Angeles, TX 37514",,2023-08-07T09:00:00Z,Sales Team
358,PO0358,PO-2026-0358,VEND072,Republic Services,EMP022,Cynthia Lewis,DEPT002,Procurement,2026-08-17,2026-09-13,2026-09-17,SEK,PT007,2/10 Net 30,152665.83,0,0,152665.83,Closed,Approved,EMP019,2026-08-22,Fully Received,FOB Origin,"121 Oak Ave, New York, AZ 32387",Call before delivery,2026-08-17T14:00:00Z,Finance Team
359,PO0359,PO-2026-0359,VEND047,Apple Inc.,EMP009,Thomas Brown,DEPT009,Warehouse & Logistics,2026-02-22,2026-03-17,None,GBP,PT002,Net 15,199799.25,39959.85,2916.41,242675.51,Closed,Approved,EMP018,2026-02-23,Fully Received,FOB Origin,"249 Park Blvd, Phoenix, TX 49406",,2026-02-22T08:00:00Z,HR Team
360,PO0360,PO-2026-0360,VEND096,Gates Corporation,EMP021,Brian Thompson,DEPT001,Finance,2026-04-17,2026-05-21,2026-05-19,EUR,PT006,Net 90,390374.4,78074.88,0,468449.28,Open,Approved,EMP007,2026-04-21,Not Received,CIF,"167 Market St, Chicago, NY 97349",,2026-04-17T16:00:00Z,Procurement Team
361,PO0361,PO-2024-0361,VEND045,Hewlett Packard Enterprise,EMP014,Lisa Johnson,DEPT004,Information Technology,2024-01-31,2024-02-16,2024-02-16,CHF,PT004,Net 45,470047.71,0,1476.78,471524.49,Closed,Approved,EMP015,2024-02-02,Fully Received,FOB Origin,"916 Park Blvd, Phoenix, TX 23706",Call before delivery,2024-01-31T16:00:00Z,IT Team
362,PO0362,PO-2023-0362,VEND035,Expeditors International,EMP004,Jessica Martinez,DEPT004,Information Technology,2023-08-27,2023-10-09,2023-10-08,GBP,PT007,2/10 Net 30,439329.84,79079.37,3623.02,522032.23,Closed,Draft,None,None,Fully Received,FOB Origin,"828 Main St, New York, AZ 83889",Keep in warehouse,2023-08-27T12:00:00Z,Procurement Team
363,PO0363,PO-2023-0363,VEND076,Comcast Business,EMP040,Melissa Torres,DEPT010,Executive Management,2023-02-13,2023-03-05,None,GBP,PT002,Net 15,294810,58962,3184.66,356956.66,Pending Approval,Approved,EMP012,2023-02-14,Not Received,CIF,"187 Park Blvd, Houston, NY 16642",Call before delivery,2023-02-13T16:00:00Z,HR Team
364,PO0364,PO-2024-0364,VEND055,Deloitte & Touche LLP,EMP033,Timothy Rodriguez,DEPT003,Operations,2024-12-09,2024-12-27,2025-01-01,EUR,PT007,2/10 Net 30,309343.01,30934.3,0,340277.31,Open,Approved,EMP005,2024-12-16,Not Received,FOB Origin,"148 Market St, Los Angeles, TX 98472",Keep in warehouse,2024-12-09T08:00:00Z,Procurement Team
365,PO0365,PO-2026-0365,VEND083,MSC Industrial Direct,EMP020,Laura Adams,DEPT010,Executive Management,2026-03-16,2026-04-20,2026-04-24,SEK,PT003,Net 30,73564.03,3678.2,3513.15,80755.38,Cancelled,Submitted,None,None,Not Received,Ex-Works,"390 Main St, Los Angeles, AZ 68260",Call before delivery,2026-03-16T14:00:00Z,IT Team
366,PO0366,PO-2023-0366,VEND004,Dell Technologies,EMP039,David Nguyen,DEPT009,Warehouse & Logistics,2023-01-28,2023-03-09,2023-03-05,CHF,PT006,Net 90,256703.57,0,0,256703.57,Closed,Approved,EMP012,2023-02-01,Fully Received,Ex-Works,"601 Market St, Phoenix, CA 10834",,2023-01-28T11:00:00Z,Finance Team
367,PO0367,PO-2025-0367,VEND065,Sodexo S.A.,EMP037,Christopher Lee,DEPT007,Marketing,2025-06-26,2025-08-03,2025-07-30,INR,PT005,Net 60,466250.26,83925.05,0,550175.31,Closed,Approved,EMP004,2025-07-03,Fully Received,Ex-Works,"727 Main St, Phoenix, AZ 17994",,2025-06-26T15:00:00Z,Marketing Team
368,PO0368,PO-2023-0368,VEND055,Deloitte & Touche LLP,EMP036,Kimberly Wright,DEPT006,Sales,2023-11-27,2023-12-15,2023-12-13,EUR,PT005,Net 60,455130.39,45513.04,0,500643.43,Pending Approval,Approved,EMP013,2023-11-28,Not Received,FOB Origin,"215 Oak Ave, Phoenix, TX 25772",Keep in warehouse,2023-11-27T13:00:00Z,Marketing Team
369,PO0369,PO-2025-0369,VEND054,"FTI Consulting, Inc.",EMP010,Patricia Taylor,DEPT010,Executive Management,2025-12-26,2026-01-12,None,USD,PT004,Net 45,258427.35,12921.37,0,271348.72,Open,Approved,EMP007,2025-12-30,Not Received,CIF,"684 Oak Ave, Los Angeles, CA 16231",Urgent,2025-12-26T12:00:00Z,HR Team
370,PO0370,PO-2026-0370,VEND060,Boston Consulting Group,EMP012,Jennifer Park,DEPT002,Procurement,2026-02-28,2026-04-07,2026-04-12,SEK,PT004,Net 45,256457.07,0,937.98,257395.05,Pending Approval,Approved,EMP030,2026-03-04,Not Received,CIF,"530 Park Blvd, Los Angeles, IL 18012",Urgent,2026-02-28T09:00:00Z,IT Team
371,PO0371,PO-2026-0371,VEND033,Maersk Line,EMP014,Lisa Johnson,DEPT004,Information Technology,2026-06-19,2026-07-28,None,SEK,PT003,Net 30,41517.11,4151.71,0,45668.82,Closed,Approved,EMP004,2026-06-25,Fully Received,CIF,"365 Park Blvd, New York, IL 29888",Keep in warehouse,2026-06-19T08:00:00Z,Marketing Team
372,PO0372,PO-2024-0372,VEND067,"CBRE Group, Inc.",EMP009,Thomas Brown,DEPT009,Warehouse & Logistics,2024-03-02,2024-03-20,2024-03-21,EUR,PT002,Net 15,116801.57,5840.08,0,122641.65,Closed,Approved,EMP035,2024-03-09,Fully Received,CIF,"748 Main St, Los Angeles, NY 63543",Expedite shipping,2024-03-02T11:00:00Z,Sales Team
373,PO0373,PO-2026-0373,VEND086,W.W. Grainger International,EMP034,Angela Martinez,DEPT004,Information Technology,2026-07-18,2026-08-07,2026-08-05,EUR,PT004,Net 45,181737.25,9086.86,0,190824.11,Closed,Approved,EMP019,2026-07-23,Fully Received,FOB Origin,"567 Park Blvd, Phoenix, NY 61334",,2026-07-18T17:00:00Z,Procurement Team
374,PO0374,PO-2024-0374,VEND024,Schneider Electric,EMP007,James Wilson,DEPT007,Marketing,2024-05-31,2024-06-26,None,USD,PT006,Net 90,67586.9,6758.69,0,74345.59,Open,Approved,EMP015,2024-06-04,Not Received,CIF,"531 Oak Ave, Chicago, TX 30510",Expedite shipping,2024-05-31T14:00:00Z,IT Team
375,PO0375,PO-2025-0375,VEND020,Alpha Industries,EMP022,Cynthia Lewis,DEPT002,Procurement,2025-07-22,2025-09-02,None,SEK,PT006,Net 90,148227.03,0,0,148227.03,Closed,Approved,EMP004,2025-07-29,Fully Received,FOB Origin,"318 Oak Ave, Houston, CA 87546",Expedite shipping,2025-07-22T15:00:00Z,Finance Team
376,PO0376,PO-2025-0376,VEND072,Republic Services,EMP026,Amanda Thomas,DEPT006,Sales,2025-05-03,2025-06-07,2025-06-03,SEK,PT006,Net 90,33577.71,6043.99,2384.02,42005.72,Open,Approved,EMP024,2025-05-04,Not Received,FOB Origin,"967 Market St, Phoenix, CA 66260",Expedite shipping,2025-05-03T08:00:00Z,IT Team
377,PO0377,PO-2025-0377,VEND073,AT&T Business,EMP034,Angela Martinez,DEPT004,Information Technology,2025-12-31,2026-01-21,None,SEK,PT006,Net 90,165639.89,8281.99,0,173921.88,Open,Approved,EMP003,2026-01-05,Not Received,Ex-Works,"153 Oak Ave, Chicago, IL 57232",Urgent,2025-12-31T11:00:00Z,Sales Team
378,PO0378,PO-2024-0378,VEND023,Caterpillar Inc.,EMP001,David Chen,DEPT001,Finance,2024-03-25,2024-04-21,None,INR,PT001,Immediate,448499.33,44849.93,0,493349.26,Partially Received,Approved,EMP015,2024-03-27,Partially Received,FOB Destination,"112 Market St, Houston, CA 76975",Keep in warehouse,2024-03-25T09:00:00Z,HR Team
379,PO0379,PO-2026-0379,VEND009,Office Furniture World,EMP022,Cynthia Lewis,DEPT002,Procurement,2026-02-07,2026-03-17,2026-03-14,USD,PT002,Net 15,233666.54,11683.33,0,245349.87,Closed,Approved,EMP008,2026-02-10,Fully Received,Ex-Works,"241 Park Blvd, Houston, IL 48145",,2026-02-07T17:00:00Z,HR Team
380,PO0380,PO-2024-0380,VEND022,Siemens AG,EMP006,Amanda Lee,DEPT006,Sales,2024-03-03,2024-03-19,2024-03-19,USD,PT001,Immediate,328438.35,59118.9,0,387557.25,Closed,Approved,EMP004,2024-03-05,Fully Received,CIF,"146 Main St, Phoenix, TX 99356",Call before delivery,2024-03-03T16:00:00Z,IT Team
381,PO0381,PO-2026-0381,VEND075,T-Mobile for Business,EMP025,Jason Harris,DEPT005,Human Resources,2026-05-24,2026-06-26,2026-06-29,GBP,PT003,Net 30,314473.98,0,0,314473.98,Pending Approval,Approved,EMP033,2026-05-25,Not Received,CIF,"469 Oak Ave, Houston, NY 29746",Keep in warehouse,2026-05-24T14:00:00Z,Finance Team
382,PO0382,PO-2026-0382,VEND001,ABCD & CO,EMP029,Jennifer Lee,DEPT009,Warehouse & Logistics,2026-05-21,2026-06-15,2026-06-20,SEK,PT007,2/10 Net 30,445585.83,0,0,445585.83,Open,Approved,EMP018,2026-05-25,Not Received,CIF,"819 Oak Ave, Chicago, IL 31556",Call before delivery,2026-05-21T17:00:00Z,Finance Team
383,PO0383,PO-2024-0383,VEND057,Ernst & Young LLP,EMP014,Lisa Johnson,DEPT004,Information Technology,2024-01-07,2024-02-08,2024-02-07,INR,PT003,Net 30,137926.79,0,0,137926.79,Pending Approval,Approved,EMP018,2024-01-11,Not Received,FOB Destination,"145 Park Blvd, Chicago, AZ 71008",Keep in warehouse,2024-01-07T12:00:00Z,Marketing Team
384,PO0384,PO-2024-0384,VEND028,Emerson Electric Co.,EMP038,Stephanie Hall,DEPT008,Legal & Compliance,2024-09-10,2024-10-22,2024-10-22,INR,PT005,Net 60,456398.45,0,233.56,456632.01,Closed,Rejected,None,None,Fully Received,FOB Origin,"845 Park Blvd, Chicago, TX 20813",,2024-09-10T11:00:00Z,Finance Team
385,PO0385,PO-2026-0385,VEND078,Cintas Corporation,EMP004,Jessica Martinez,DEPT004,Information Technology,2026-03-16,2026-04-26,2026-04-30,USD,PT001,Immediate,250414.22,12520.71,0,262934.93,Open,Approved,EMP022,2026-03-21,Not Received,CIF,"858 Oak Ave, Los Angeles, NY 84144",Keep in warehouse,2026-03-16T13:00:00Z,HR Team
386,PO0386,PO-2026-0386,VEND030,Bosch Rexroth AG,EMP036,Kimberly Wright,DEPT006,Sales,2026-02-06,2026-03-02,2026-03-04,CHF,PT005,Net 60,294351.08,58870.22,1975.31,355196.61,Partially Received,Approved,EMP035,2026-02-12,Partially Received,FOB Origin,"812 Park Blvd, Houston, AZ 20139",Expedite shipping,2026-02-06T15:00:00Z,IT Team
