id,invoice_id,invoice_number,po_number,po_id,vendor_id,vendor_name,invoice_date,due_date,currency,subtotal,discount,shipping,tax_rate,tax_amount,total,status,payment_status,payment_date,created_by,created_at,approved_by,approved_at,validation_status,validation_errors,ocr_confidence,attachment_name,notes
526,INVREC00526,INV-00526,PO-2024-0840,PO0840,VEND086,W.W. Grainger International,2024-02-27,2024-03-28,EUR,99375.54,0,2072.78,0,0,101448.32,Paid,Paid,2024-03-04,OCR Workflow,2024-02-27T00:00:00Z,EMP029,2024-02-29,Passed,,93.9,INV-00526.pdf,Matched successfully against PO.
527,INVREC00527,INV-00527,PO-2024-0349,PO0349,VEND087,Hilti Corporation,2024-11-26,2024-12-26,CHF,18788.47,0,2957.73,20,3757.69,25503.89,Paid,Paid,2024-12-08,Manual Entry,2024-11-26T00:00:00Z,EMP036,2024-11-27,Passed,,93.2,INV-00527.pdf,Ready for payment.
528,INVREC00528,INV-00528,PO-2023-0447,PO0447,VEND070,Tyco International,2023-06-30,2023-07-30,GBP,375534.23,0,2598.02,10,37553.42,415685.67,Paid,Paid,2023-07-18,System Integration,2023-06-30T00:00:00Z,EMP007,2023-07-06,Passed,,90.2,INV-00528.pdf,Ready for payment.
529,INVREC00529,INV-00529,PO-2025-1493,PO1493,VEND011,Global Supplies Inc,2025-06-26,2025-07-26,SEK,420384.43,0,1685.27,18,75669.2,497738.9,Paid,Paid,2025-07-10,System Integration,2025-06-26T00:00:00Z,EMP032,2025-07-03,Passed,,94.2,INV-00529.pdf,Ready for payment.
530,INVREC00530,INV-00530,PO-2024-1090,PO1090,VEND072,Republic Services,2024-02-19,2024-03-20,SEK,64896.09,0,0,20,12979.22,77875.31,Rejected,Unpaid,None,OCR Workflow,2024-02-19T00:00:00Z,EMP022,2024-02-23,Passed,,99.1,INV-00530.pdf,Matched successfully against PO.
531,INVREC00531,INV-00531,PO-2023-0939,PO0939,VEND041,Salesforce.com Inc.,2023-04-27,2023-06-11,GBP,218146.33,10339.45,0,5,10907.32,229053.65,Rejected,Unpaid,None,OCR Workflow,2023-04-27T00:00:00Z,EMP013,2023-04-30,Passed,,88.5,INV-00531.pdf,Invoice under review.
532,INVREC00532,INV-00532,PO-2024-1169,PO1169,VEND096,Gates Corporation,2024-01-05,2024-02-04,EUR,293326.56,4681.25,0,20,58665.31,351991.87,Paid,Paid,2024-01-09,System Integration,2024-01-05T00:00:00Z,EMP013,2024-01-06,Passed,,93.4,INV-00532.pdf,Invoice under review.
533,INVREC00533,INV-00533,PO-2023-0196,PO0196,VEND018,Summit Systems,2023-03-12,2023-03-27,EUR,447800.87,0,3500.05,10,44780.09,496081.01,Paid,Paid,2023-03-20,System Integration,2023-03-12T00:00:00Z,EMP023,2023-03-17,Passed,,85.7,INV-00533.pdf,Ready for payment.
534,INVREC00534,INV-00534,PO-2023-0621,PO0621,VEND015,Best Buy Corp,2023-12-13,2024-01-27,INR,182814.5,0,0,5,9140.73,191955.23,Paid,Paid,2023-12-25,OCR Workflow,2023-12-13T00:00:00Z,EMP013,2023-12-19,Passed,,93.6,INV-00534.pdf,Invoice under review.
535,INVREC00535,INV-00535,PO-2026-1475,PO1475,VEND047,Apple Inc.,2026-09-06,2026-10-06,GBP,431449.08,7419.08,0,10,43144.91,474593.99,Paid,Paid,2026-09-13,Manual Entry,2026-09-06T00:00:00Z,EMP022,2026-09-08,Passed,,88.3,INV-00535.pdf,Three-way match completed.
536,INVREC00536,INV-00536,PO-2024-0960,PO0960,VEND095,SKF Group,2024-08-10,2024-09-09,GBP,167800.29,0,77.78,10,16780.03,184658.1,Paid,Paid,2024-08-15,System Integration,2024-08-10T00:00:00Z,EMP024,2024-08-16,Passed,,99,INV-00536.pdf,Ready for payment.
537,INVREC00537,INV-00537,PO-2025-1160,PO1160,VEND087,Hilti Corporation,2025-10-21,2025-11-20,CHF,408798.35,0,1165.67,20,81759.67,491723.69,Paid,Paid,2025-11-06,OCR Workflow,2025-10-21T00:00:00Z,EMP032,2025-10-23,Passed,,88.8,INV-00537.pdf,Payment pending approval.
538,INVREC00538,INV-00538,PO-2024-1358,PO1358,VEND050,Festo AG & Co. KG,2025-01-18,2025-02-17,INR,88931.41,1469.95,0,18,16007.65,104939.06,Rejected,Unpaid,None,OCR Workflow,2025-01-18T00:00:00Z,EMP025,2025-01-21,Passed,,98.8,INV-00538.pdf,Three-way match completed.
539,INVREC00539,INV-00539,PO-2024-0501,PO0501,VEND096,Gates Corporation,2024-04-06,2024-05-06,EUR,284170.99,10391.34,1056.94,0,0,285227.93,Rejected,Unpaid,None,Manual Entry,2024-04-06T00:00:00Z,EMP029,2024-04-08,Passed,,86.3,INV-00539.pdf,Invoice under review.
540,INVREC00540,INV-00540,PO-2024-1310,PO1310,VEND031,FedEx Corporation,2024-03-12,2024-04-11,SEK,74513.61,0,0,18,13412.45,87926.06,Paid,Paid,2024-03-18,Manual Entry,2024-03-12T00:00:00Z,EMP019,2024-03-15,Passed,,92.1,INV-00540.pdf,Matched successfully against PO.
541,INVREC00541,INV-00541,PO-2026-1432,PO1432,VEND078,Cintas Corporation,2026-07-30,2026-07-30,USD,342690.19,3874.59,1227.96,0,0,343918.15,Rejected,Unpaid,None,OCR Workflow,2026-07-30T00:00:00Z,None,None,Rejected,Missing PO reference,90.3,INV-00541.pdf,Matched successfully against PO.
542,INVREC00542,INV-00542,PO-2023-0528,PO0528,VEND036,Kuehne + Nagel,2023-07-04,2023-07-04,INR,176042.28,0,0,10,17604.23,193646.51,Paid,Paid,2023-07-04,Manual Entry,2023-07-04T00:00:00Z,EMP026,2023-07-05,Passed,,85.7,INV-00542.pdf,Invoice under review.
543,INVREC00543,INV-00543,PO-2025-0526,PO0526,VEND089,DeWalt Industrial Tool Co.,2025-12-30,2026-02-13,INR,109650.86,3627.5,0,10,10965.09,120615.95,Paid,Paid,2025-12-31,System Integration,2025-12-30T00:00:00Z,EMP011,2026-01-03,Passed,,93.8,INV-00543.pdf,Payment pending approval.
544,INVREC00544,INV-00544,PO-2023-0768,PO0768,VEND006,Amazon Business,2023-08-12,2023-08-12,SEK,192751.85,7615.63,2278.67,5,9637.59,204668.11,Pending,Unpaid,None,Manual Entry,2023-08-12T00:00:00Z,None,None,Pending Approval,,93.2,INV-00544.pdf,Ready for payment.
545,INVREC00545,INV-00545,PO-2025-1369,PO1369,VEND068,Securitas AB,2025-11-03,2025-11-03,EUR,165568.69,0,0,20,33113.74,198682.43,Paid,Paid,2025-11-03,Manual Entry,2025-11-03T00:00:00Z,EMP005,2025-11-07,Passed,,87,INV-00545.pdf,Invoice under review.
546,INVREC00546,INV-00546,PO-2023-1151,PO1151,VEND016,New Horizons,2023-04-21,2023-05-21,GBP,264952.01,0,3192.11,0,0,268144.12,Rejected,Unpaid,None,System Integration,2023-04-21T00:00:00Z,EMP030,2023-04-24,Passed,,99.3,INV-00546.pdf,Payment pending approval.
547,INVREC00547,INV-00547,PO-2025-1001,PO1001,VEND093,Regal Beloit Corporation,2025-03-24,2025-05-23,CHF,17813.2,0,721.31,10,1781.32,20315.83,Paid,Paid,2025-04-01,OCR Workflow,2025-03-24T00:00:00Z,EMP040,2025-03-29,Passed,,99.1,INV-00547.pdf,Invoice under review.
548,INVREC00548,INV-00548,PO-2023-1039,PO1039,VEND018,Summit Systems,2023-09-21,2023-10-21,EUR,359396.09,0,0,10,35939.61,395335.7,Paid,Paid,2023-09-25,Manual Entry,2023-09-21T00:00:00Z,EMP040,2023-09-28,Passed,,89.5,INV-00548.pdf,Payment pending approval.
549,INVREC00549,INV-00549,PO-2025-0084,PO0084,VEND083,MSC Industrial Direct,2025-07-19,2025-09-02,SEK,224037.54,8567.14,0,5,11201.88,235239.42,Rejected,Unpaid,None,OCR Workflow,2025-07-19T00:00:00Z,EMP022,2025-07-21,Passed,,87,INV-00549.pdf,Ready for payment.
550,INVREC00550,INV-00550,PO-2024-0211,PO0211,VEND056,PricewaterhouseCoopers LLP,2024-02-11,2024-03-12,EUR,37677.75,0,0,0,0,37677.75,Paid,Paid,2024-02-21,System Integration,2024-02-11T00:00:00Z,EMP018,2024-02-15,Passed,,98.6,INV-00550.pdf,Payment pending approval.
551,INVREC00551,INV-00551,PO-2026-0382,PO0382,VEND001,ABCD & CO,2026-06-08,2026-07-08,SEK,445585.83,0,0,0,0,445585.83,Paid,Paid,2026-06-24,Manual Entry,2026-06-08T00:00:00Z,EMP009,2026-06-11,Passed,,98.3,INV-00551.pdf,Ready for payment.
552,INVREC00552,INV-00552,PO-2024-0513,PO0513,VEND069,ADT Inc.,2024-06-15,2024-07-15,EUR,285466.69,0,756.72,0,0,286223.41,Paid,Paid,2024-06-18,System Integration,2024-06-15T00:00:00Z,EMP007,2024-06-22,Passed,,86.9,INV-00552.pdf,Matched successfully against PO.
553,INVREC00553,INV-00553,PO-2025-1350,PO1350,VEND020,Alpha Industries,2025-12-07,2026-01-06,SEK,434612.59,0,0,20,86922.52,521535.11,Rejected,Unpaid,None,Manual Entry,2025-12-07T00:00:00Z,EMP030,2025-12-14,Passed,,91.2,INV-00553.pdf,Three-way match completed.
554,INVREC00554,INV-00554,PO-2023-1068,PO1068,VEND008,DHL Express,2023-11-04,2023-12-04,INR,202545.2,0,0,5,10127.26,212672.46,Paid,Paid,2023-11-20,System Integration,2023-11-04T00:00:00Z,EMP035,2023-11-05,Passed,,88.7,INV-00554.pdf,Invoice under review.
555,INVREC00555,INV-00555,PO-2026-1249,PO1249,VEND076,Comcast Business,2026-08-19,2026-09-18,GBP,68012.46,916.15,0,18,12242.24,80254.7,Paid,Paid,2026-09-08,Manual Entry,2026-08-19T00:00:00Z,EMP038,2026-08-26,Passed,,95,INV-00555.pdf,Payment pending approval.
556,INVREC00556,INV-00556,PO-2024-0079,PO0079,VEND074,Verizon Business Group,2025-01-15,2025-02-14,EUR,223165.91,9072.38,0,18,40169.86,263335.77,Pending,Unpaid,None,System Integration,2025-01-15T00:00:00Z,None,None,Pending Approval,,98,INV-00556.pdf,Payment pending approval.
557,INVREC00557,INV-00557,PO-2025-1130,PO1130,VEND054,"FTI Consulting, Inc.",2025-12-25,2026-01-24,USD,188562.16,0,0,0,0,188562.16,Paid,Paid,2026-01-08,System Integration,2025-12-25T00:00:00Z,EMP036,2025-12-29,Passed,,90.8,INV-00557.pdf,Payment pending approval.
558,INVREC00558,INV-00558,PO-2026-1060,PO1060,VEND090,Snap-on Incorporated,2026-06-26,2026-07-26,GBP,264372.76,0,0,20,52874.55,317247.31,Pending,Unpaid,None,System Integration,2026-06-26T00:00:00Z,None,None,Pending Approval,,92.3,INV-00558.pdf,Invoice under review.
559,INVREC00559,INV-00559,PO-2026-0495,PO0495,VEND017,Pinnacle Partners,2026-12-29,2027-01-28,CHF,21264.65,0,0,0,0,21264.65,Paid,Paid,2027-01-03,OCR Workflow,2026-12-29T00:00:00Z,EMP030,2027-01-05,Passed,,93.6,INV-00559.pdf,Matched successfully against PO.
560,INVREC00560,INV-00560,PO-2026-1252,PO1252,VEND034,C.H. Robinson Worldwide,2027-01-08,2027-02-22,SEK,445695.25,0,0,10,44569.53,490264.78,Rejected,Unpaid,None,Manual Entry,2027-01-08T00:00:00Z,EMP003,2027-01-13,Passed,,98.4,INV-00560.pdf,Invoice under review.
561,INVREC00561,INV-00561,PO-2026-1183,PO1183,VEND027,Honeywell International,2026-11-12,2026-12-27,SEK,91115.95,1482.35,1228.24,0,0,92344.19,Paid,Paid,2026-11-25,OCR Workflow,2026-11-12T00:00:00Z,EMP037,2026-11-17,Passed,,92,INV-00561.pdf,Invoice under review.
562,INVREC00562,INV-00562,PO-2023-1438,PO1438,VEND098,Michelin North America,2023-05-30,2023-07-29,USD,482693.77,6297.65,4625.88,5,24134.69,511454.34,Rejected,Unpaid,None,Manual Entry,2023-05-30T00:00:00Z,EMP006,2023-06-03,Passed,,88.7,INV-00562.pdf,Invoice under review.
563,INVREC00563,INV-00563,PO-2026-1165,PO1165,VEND056,PricewaterhouseCoopers LLP,2026-03-16,2026-04-15,EUR,230693.21,0,0,0,0,230693.21,Rejected,Unpaid,None,OCR Workflow,2026-03-16T00:00:00Z,EMP033,2026-03-19,Passed,,88.6,INV-00563.pdf,Ready for payment.
564,INVREC00564,INV-00564,PO-2023-1123,PO1123,VEND070,Tyco International,2023-01-27,2023-02-26,GBP,482292.9,12880.38,0,20,96458.58,578751.48,Paid,Paid,2023-02-05,OCR Workflow,2023-01-27T00:00:00Z,EMP038,2023-02-02,Passed,,94.8,INV-00564.pdf,Invoice under review.
565,INVREC00565,INV-00565,PO-2025-1139,PO1139,VEND041,Salesforce.com Inc.,2025-10-22,2025-11-21,GBP,304202.96,0,0,20,60840.59,365043.55,Pending,Unpaid,None,Manual Entry,2025-10-22T00:00:00Z,None,None,Pending Approval,,86.8,INV-00565.pdf,Three-way match completed.
566,INVREC00566,INV-00566,PO-2026-0813,PO0813,VEND092,Baldor Electric Company,2026-06-16,2026-06-16,CHF,396346.29,12260.91,106.29,18,71342.33,467794.91,Paid,Paid,2026-06-16,System Integration,2026-06-16T00:00:00Z,EMP032,2026-06-20,Passed,,98.3,INV-00566.pdf,Invoice under review.
567,INVREC00567,INV-00567,PO-2023-1179,PO1179,VEND006,Amazon Business,2023-03-17,2023-04-16,SEK,281021.31,4508.76,3120.73,20,56204.26,340346.3,Paid,Paid,2023-04-06,OCR Workflow,2023-03-17T00:00:00Z,EMP006,2023-03-18,Passed,,95.5,INV-00567.pdf,Three-way match completed.
568,INVREC00568,INV-00568,PO-2026-0860,PO0860,VEND093,Regal Beloit Corporation,2026-09-30,2026-11-14,CHF,113600.73,2680.65,3868.07,20,22720.15,140188.95,Rejected,Unpaid,None,Manual Entry,2026-09-30T00:00:00Z,EMP039,2026-10-04,Passed,,91.9,INV-00568.pdf,Invoice under review.
569,INVREC00569,INV-00569,PO-2023-0708,PO0708,VEND048,Cummins Inc.,2024-01-28,2024-02-27,EUR,134560,4255.64,4726.63,20,26912,166198.63,Paid,Paid,2024-02-09,OCR Workflow,2024-01-28T00:00:00Z,EMP028,2024-01-30,Passed,,98.2,INV-00569.pdf,Matched successfully against PO.
570,INVREC00570,INV-00570,PO-2024-0281,PO0281,VEND004,Dell Technologies,2024-03-27,2024-05-26,CHF,177801.07,0,0,20,35560.21,213361.28,Paid,Paid,2024-04-01,OCR Workflow,2024-03-27T00:00:00Z,EMP009,2024-04-03,Passed,,95.3,INV-00570.pdf,Ready for payment.
571,INVREC00571,INV-00571,PO-2026-0548,PO0548,VEND089,DeWalt Industrial Tool Co.,2026-06-08,2026-08-07,INR,217451.89,0,1665.47,20,43490.38,262607.74,Paid,Paid,2026-06-18,Manual Entry,2026-06-08T00:00:00Z,EMP019,2026-06-09,Passed,,99.6,INV-00571.pdf,Invoice under review.
572,INVREC00572,INV-00572,PO-2024-0694,PO0694,VEND089,DeWalt Industrial Tool Co.,2024-08-21,2024-10-05,INR,216703.11,0,728.51,5,10835.16,228266.78,Paid,Paid,2024-08-27,System Integration,2024-08-21T00:00:00Z,EMP036,2024-08-28,Passed,,88.6,INV-00572.pdf,Invoice under review.
573,INVREC00573,INV-00573,PO-2025-0205,PO0205,VEND016,New Horizons,2025-11-12,2026-01-11,GBP,317667.25,0,2803.34,0,0,320470.59,Paid,Paid,2025-12-01,Manual Entry,2025-11-12T00:00:00Z,EMP023,2025-11-14,Passed,,86.1,INV-00573.pdf,Invoice under review.
574,INVREC00574,INV-00574,PO-2024-0011,PO0011,VEND011,Global Supplies Inc,2024-02-24,2024-03-25,SEK,293874,0,0,5,14693.7,308567.7,Paid,Paid,2024-03-10,OCR Workflow,2024-02-24T00:00:00Z,EMP007,2024-02-26,Passed,,89.6,INV-00574.pdf,Ready for payment.
575,INVREC00575,INV-00575,PO-2023-0331,PO0331,VEND007,Staples Inc.,2023-03-29,2023-04-28,EUR,441501.76,10759.86,0,5,22075.09,463576.85,Paid,Paid,2023-04-14,Manual Entry,2023-03-29T00:00:00Z,EMP037,2023-03-30,Passed,,93.1,INV-00575.pdf,Matched successfully against PO.
576,INVREC00576,INV-00576,PO-2023-0191,PO0191,VEND010,Tech Solutions Ltd,2023-06-19,2023-08-18,USD,57032.43,0,0,18,10265.84,67298.27,Paid,Paid,2023-06-24,System Integration,2023-06-19T00:00:00Z,EMP009,2023-06-24,Passed,,95.7,INV-00576.pdf,Matched successfully against PO.
577,INVREC00577,INV-00577,PO-2023-0725,PO0725,VEND056,PricewaterhouseCoopers LLP,2023-10-27,2023-11-26,EUR,22006.13,673.71,2357.35,5,1100.31,25463.79,Paid,Paid,2023-11-13,Manual Entry,2023-10-27T00:00:00Z,EMP026,2023-10-30,Passed,,95.7,INV-00577.pdf,Three-way match completed.
578,INVREC00578,INV-00578,PO-2023-0225,PO0225,VEND041,Salesforce.com Inc.,2023-12-22,2024-02-20,GBP,288211.6,0,0,20,57642.32,345853.92,Paid,Paid,2024-01-09,System Integration,2023-12-22T00:00:00Z,EMP002,2023-12-27,Passed,,96,INV-00578.pdf,Invoice under review.
579,INVREC00579,INV-00579,PO-2025-0306,PO0306,VEND045,Hewlett Packard Enterprise,2025-10-05,2025-10-05,CHF,276702.03,6966.34,3431.91,10,27670.2,307804.14,Paid,Paid,2025-10-05,Manual Entry,2025-10-05T00:00:00Z,EMP040,2025-10-10,Passed,,88.9,INV-00579.pdf,Three-way match completed.
580,INVREC00580,INV-00580,PO-2026-0253,PO0253,VEND030,Bosch Rexroth AG,2026-08-06,2026-09-20,CHF,126523.04,5499.36,1928.17,0,0,128451.21,Rejected,Unpaid,None,Manual Entry,2026-08-06T00:00:00Z,EMP020,2026-08-12,Passed,,97.3,INV-00580.pdf,Matched successfully against PO.
581,INVREC00581,INV-00581,PO-2023-1482,PO1482,VEND018,Summit Systems,2023-07-15,2023-07-15,EUR,446414.78,0,0,5,22320.74,468735.52,Paid,Paid,2023-07-15,Manual Entry,2023-07-15T00:00:00Z,EMP010,2023-07-17,Passed,,86.2,INV-00581.pdf,Invoice under review.
582,INVREC00582,INV-00582,PO-2024-1347,PO1347,VEND002,Samira Hadid,2024-04-02,2024-05-02,INR,208827.88,0,3030.97,20,41765.58,253624.43,Paid,Paid,2024-04-04,Manual Entry,2024-04-02T00:00:00Z,EMP020,2024-04-05,Passed,,91.4,INV-00582.pdf,Ready for payment.
583,INVREC00583,INV-00583,PO-2025-0877,PO0877,VEND010,Tech Solutions Ltd,2025-01-24,2025-03-10,USD,475186.13,0,2394.82,18,85533.5,563114.45,Paid,Paid,2025-02-07,OCR Workflow,2025-01-24T00:00:00Z,EMP039,2025-01-25,Passed,,95.6,INV-00583.pdf,Invoice under review.
584,INVREC00584,INV-00584,PO-2025-1175,PO1175,VEND025,ABB Ltd,2025-05-28,2025-06-27,GBP,20724.79,0,0,10,2072.48,22797.27,Rejected,Unpaid,None,Manual Entry,2025-05-28T00:00:00Z,EMP002,2025-05-29,Passed,,88.5,INV-00584.pdf,Ready for payment.
585,INVREC00585,INV-00585,PO-2026-1474,PO1474,VEND068,Securitas AB,2026-07-29,2026-09-12,EUR,265873.74,0,1960.39,0,0,267834.13,Rejected,Unpaid,None,OCR Workflow,2026-07-29T00:00:00Z,EMP026,2026-08-04,Passed,,85.1,INV-00585.pdf,Payment pending approval.
586,INVREC00586,INV-00586,PO-2023-0979,PO0979,VEND033,Maersk Line,2023-06-07,2023-06-22,SEK,257771.82,0,146.84,18,46398.93,304317.59,Paid,Paid,2023-06-10,Manual Entry,2023-06-07T00:00:00Z,EMP032,2023-06-14,Passed,,99.2,INV-00586.pdf,Matched successfully against PO.
587,INVREC00587,INV-00587,PO-2024-0533,PO0533,VEND062,Accenture PLC,2024-07-05,2024-09-03,USD,480183.54,0,4281.73,0,0,484465.27,Paid,Paid,2024-07-23,System Integration,2024-07-05T00:00:00Z,EMP007,2024-07-10,Passed,,94.7,INV-00587.pdf,Three-way match completed.
588,INVREC00588,INV-00588,PO-2026-0822,PO0822,VEND036,Kuehne + Nagel,2026-08-16,2026-09-15,INR,117966.96,0,2207.78,18,21234.05,141408.79,Pending,Unpaid,None,System Integration,2026-08-16T00:00:00Z,None,None,Pending Approval,,93.8,INV-00588.pdf,Ready for payment.
589,INVREC00589,INV-00589,PO-2023-0074,PO0074,VEND029,Rockwell Automation,2023-12-20,2024-01-19,USD,173127.88,0,1027.27,10,17312.79,191467.94,Paid,Paid,2024-01-02,Manual Entry,2023-12-20T00:00:00Z,EMP036,2023-12-24,Passed,,92.1,INV-00589.pdf,Invoice under review.
590,INVREC00590,INV-00590,PO-2024-0658,PO0658,VEND051,Thomson Reuters,2024-07-28,2024-07-28,USD,223773.61,0,0,18,40279.25,264052.86,Rejected,Unpaid,None,OCR Workflow,2024-07-28T00:00:00Z,EMP023,2024-08-02,Passed,,86,INV-00590.pdf,Matched successfully against PO.
591,INVREC00591,INV-00591,PO-2023-1243,PO1243,VEND061,Bain & Company,2023-01-10,2023-01-10,INR,473939.95,0,1006.7,20,94787.99,569734.64,Paid,Paid,2023-01-10,OCR Workflow,2023-01-10T00:00:00Z,EMP008,2023-01-13,Passed,,88.4,INV-00591.pdf,Three-way match completed.
592,INVREC00592,INV-00592,PO-2026-0409,PO0409,VEND049,Parker Hannifin Corporation,2026-12-12,2027-01-11,USD,430976.42,0,0,10,43097.64,474074.06,Rejected,Unpaid,None,OCR Workflow,2026-12-12T00:00:00Z,EMP016,2026-12-14,Passed,,97.6,INV-00592.pdf,Three-way match completed.
593,INVREC00593,INV-00593,PO-2026-0997,PO0997,VEND024,Schneider Electric,2026-02-21,2026-02-21,USD,445771.4,0,4633.07,0,0,450404.47,Paid,Paid,2026-02-21,Manual Entry,2026-02-21T00:00:00Z,EMP012,2026-02-24,Passed,,85.9,INV-00593.pdf,Three-way match completed.
594,INVREC00594,INV-00594,PO-2024-0424,PO0424,VEND028,Emerson Electric Co.,2025-01-02,2025-01-17,INR,229588.12,0,0,20,45917.62,275505.74,Paid,Paid,2025-01-12,System Integration,2025-01-02T00:00:00Z,EMP017,2025-01-09,Passed,,91.6,INV-00594.pdf,Three-way match completed.
595,INVREC00595,INV-00595,PO-2026-0913,PO0913,VEND051,Thomson Reuters,2026-11-11,2027-01-10,USD,209194.47,4099.2,1964.47,0,0,211158.94,Pending,Unpaid,None,Manual Entry,2026-11-11T00:00:00Z,None,None,Pending Approval,,97,INV-00595.pdf,Invoice under review.
596,INVREC00596,INV-00596,PO-2026-0763,PO0763,VEND089,DeWalt Industrial Tool Co.,2026-10-10,2026-11-24,INR,466102.03,0,2343.7,18,83898.37,552344.1,Rejected,Unpaid,None,System Integration,2026-10-10T00:00:00Z,None,None,Rejected,Missing PO reference,88.4,INV-00596.pdf,Invoice under review.
597,INVREC00597,INV-00597,PO-2026-1487,PO1487,VEND014,Modern Office Co,2026-07-27,2026-08-11,USD,285416.06,0,0,0,0,285416.06,Paid,Paid,2026-07-31,Manual Entry,2026-07-27T00:00:00Z,EMP010,2026-07-30,Passed,,96.8,INV-00597.pdf,Invoice under review.
598,INVREC00598,INV-00598,PO-2026-1327,PO1327,VEND024,Schneider Electric,2026-12-28,2027-01-12,USD,97125.89,0,0,18,17482.66,114608.55,Pending,Unpaid,None,OCR Workflow,2026-12-28T00:00:00Z,None,None,Pending Approval,,85.9,INV-00598.pdf,Three-way match completed.
599,INVREC00599,INV-00599,PO-2024-0511,PO0511,VEND056,PricewaterhouseCoopers LLP,2024-02-15,2024-03-16,EUR,268844,0,0,10,26884.4,295728.4,Rejected,Unpaid,None,Manual Entry,2024-02-15T00:00:00Z,EMP031,2024-02-22,Passed,,91.9,INV-00599.pdf,Matched successfully against PO.
600,INVREC00600,INV-00600,PO-2026-1033,PO1033,VEND044,IBM Corporation,2026-11-14,2026-11-14,SEK,66070.07,0,2075.51,0,0,68145.58,Paid,Paid,2026-11-14,OCR Workflow,2026-11-14T00:00:00Z,EMP010,2026-11-17,Passed,,87.9,INV-00600.pdf,Invoice under review.
601,INVREC00601,INV-00601,PO-2023-0799,PO0799,VEND046,Lenovo Group Limited,2023-10-09,2023-11-08,INR,422000.92,0,3053.08,10,42200.09,467254.09,Paid,Paid,2023-10-22,System Integration,2023-10-09T00:00:00Z,EMP033,2023-10-11,Passed,,90.7,INV-00601.pdf,Ready for payment.
602,INVREC00602,INV-00602,PO-2023-0037,PO0037,VEND038,Penske Logistics,2023-05-21,2023-07-05,SEK,181031.22,8783.26,3582.15,18,32585.62,217198.99,Paid,Paid,2023-06-03,Manual Entry,2023-05-21T00:00:00Z,EMP017,2023-05-24,Passed,,95.3,INV-00602.pdf,Matched successfully against PO.
603,INVREC00603,INV-00603,PO-2026-1165,PO1165,VEND056,PricewaterhouseCoopers LLP,2026-04-02,2026-05-02,EUR,230693.21,0,0,0,0,230693.21,Paid,Paid,2026-04-10,OCR Workflow,2026-04-02T00:00:00Z,EMP026,2026-04-09,Passed,,97.2,INV-00603.pdf,Invoice under review.
604,INVREC00604,INV-00604,PO-2023-1439,PO1439,VEND034,C.H. Robinson Worldwide,2023-07-21,2023-08-05,SEK,339431.78,10930.93,0,20,67886.36,407318.14,Paid,Paid,2023-07-23,OCR Workflow,2023-07-21T00:00:00Z,EMP005,2023-07-27,Passed,,86.7,INV-00604.pdf,Three-way match completed.
605,INVREC00605,INV-00605,PO-2024-0339,PO0339,VEND024,Schneider Electric,2024-03-21,2024-04-05,USD,224354,10468.52,2295.09,18,40383.72,267032.81,Paid,Paid,2024-03-26,OCR Workflow,2024-03-21T00:00:00Z,EMP021,2024-03-24,Passed,,93.2,INV-00605.pdf,Three-way match completed.
606,INVREC00606,INV-00606,PO-2024-1360,PO1360,VEND012,Elite Services,2024-08-31,2024-10-15,SEK,130687.96,0,3563.61,10,13068.8,147320.37,Paid,Paid,2024-09-01,Manual Entry,2024-08-31T00:00:00Z,EMP020,2024-09-02,Passed,,85.8,INV-00606.pdf,Invoice under review.
607,INVREC00607,INV-00607,PO-2023-0069,PO0069,VEND095,SKF Group,2023-05-18,2023-06-17,GBP,90672.54,0,0,0,0,90672.54,Rejected,Unpaid,None,OCR Workflow,2023-05-18T00:00:00Z,EMP005,2023-05-25,Passed,,96.7,INV-00607.pdf,Three-way match completed.
608,INVREC00608,INV-00608,PO-2023-0789,PO0789,VEND087,Hilti Corporation,2023-07-19,2023-09-02,CHF,149662.1,0,0,5,7483.1,157145.2,Paid,Paid,2023-07-20,System Integration,2023-07-19T00:00:00Z,EMP026,2023-07-22,Passed,,99.5,INV-00608.pdf,Ready for payment.
609,INVREC00609,INV-00609,PO-2023-0138,PO0138,VEND029,Rockwell Automation,2023-02-28,2023-03-30,USD,214989.12,0,1019.62,10,21498.91,237507.65,Pending,Unpaid,None,OCR Workflow,2023-02-28T00:00:00Z,None,None,Pending Approval,,97.2,INV-00609.pdf,Invoice under review.
610,INVREC00610,INV-00610,PO-2023-0366,PO0366,VEND004,Dell Technologies,2023-02-21,2023-03-23,CHF,256703.57,0,0,0,0,256703.57,Paid,Paid,2023-02-28,System Integration,2023-02-21T00:00:00Z,EMP038,2023-02-24,Passed,,96.1,INV-00610.pdf,Ready for payment.
611,INVREC00611,INV-00611,PO-2026-0656,PO0656,VEND012,Elite Services,2026-10-24,2026-12-08,SEK,256554.32,12277.82,0,18,46179.78,302734.1,Rejected,Unpaid,None,OCR Workflow,2026-10-24T00:00:00Z,EMP004,2026-10-25,Passed,,99.1,INV-00611.pdf,Ready for payment.
612,INVREC00612,INV-00612,PO-2025-0336,PO0336,VEND059,McKinsey & Company,2025-11-17,2025-11-17,CHF,362189.9,0,1519.68,0,0,363709.58,Paid,Paid,2025-11-17,System Integration,2025-11-17T00:00:00Z,EMP037,2025-11-22,Passed,,99.3,INV-00612.pdf,Payment pending approval.
